,,Open,High,Low,Close,,,https://www.exness.com/intl/th/history_quotes/,,,,,GMT
2013.09.22,0:00,1.35447,1.35472,1.35239,1.35329,0,,,,,,,
2013.09.23,0:00,1.35331,1.35443,1.3479,1.34961,0,,,,,,,
2013.09.24,0:00,1.34947,1.35185,1.3464,1.34724,0,,,,,,,
2013.09.25,0:00,1.34718,1.35368,1.34616,1.35167,0,,,,,,,
2013.09.26,0:00,1.35148,1.35259,1.34718,1.34869,0,,,,,,,
2013.09.27,0:00,1.34868,1.35642,1.34738,1.35212,0,,,,,,,
2013.09.29,0:00,1.34885,1.34965,1.34765,1.34939,0,,,,,,,
2013.09.30,0:00,1.34928,1.35555,1.34773,1.35229,0,,,,,,,
2013.10.01,0:00,1.35235,1.35876,1.35155,1.35222,0,,,,,,,
2013.10.02,0:00,1.35224,1.36062,1.35042,1.35891,0,,,,,,,
2013.10.03,0:00,1.35883,1.36452,1.35801,1.36221,0,,,,,,,
2013.10.04,0:00,1.36213,1.36312,1.35382,1.35525,0,,,,,,,
2013.10.06,0:00,1.35628,1.35707,1.356,1.35677,0,,,,,,,
2013.10.07,0:00,1.35679,1.35908,1.35423,1.35801,0,,,,,,,
2013.10.08,0:00,1.358,1.36067,1.35571,1.35979,0,,,,,,,
2013.10.09,0:00,1.35985,1.35991,1.34854,1.35179,0,,,,,,,
2013.10.10,0:00,1.35183,1.35451,1.34871,1.35257,0,,,,,,,
2013.10.11,0:00,1.35258,1.35813,1.35184,1.3541,0,,,,,,,
2013.10.13,0:00,1.35503,1.3562,1.35502,1.35545,0,,,,,,,
2013.10.14,0:00,1.35545,1.35972,1.3545,1.35558,0,,,,,,,
2013.10.15,0:00,1.35559,1.35706,1.34792,1.35198,0,,,,,,,
2013.10.16,0:00,1.35202,1.35671,1.34724,1.3521,0,,,,,,,
2013.10.17,0:00,1.35191,1.36815,1.35152,1.36676,0,,,,,,,
2013.10.18,0:00,1.36684,1.37032,1.36589,1.36836,0,,,,,,,
2013.10.20,0:00,1.36832,1.36874,1.368,1.36805,0,,,,,,,
2013.10.21,0:00,1.36796,1.3688,1.36506,1.36714,0,,,,,,,
2013.10.22,0:00,1.3672,1.37918,1.36617,1.37776,0,,,,,,,
2013.10.23,0:00,1.37768,1.37926,1.37411,1.3778,0,,,,,,,
2013.10.24,0:00,1.37785,1.38247,1.37641,1.38006,0,,,,,,,
2013.10.25,0:00,1.38002,1.38318,1.37741,1.37993,0,,,,,,,
2013.10.27,0:00,1.38015,1.381,1.37993,1.38039,0,,,,,,,
2013.10.28,0:00,1.38029,1.38171,1.37748,1.37874,0,,,,,,,
2013.10.29,0:00,1.37875,1.38127,1.3736,1.37417,0,,,,,,,
2013.10.30,0:00,1.37429,1.37844,1.36952,1.37227,0,,,,,,,
2013.10.31,0:00,1.37248,1.3738,1.35749,1.35782,0,,,,,,,
2013.11.01,0:00,1.35785,1.35808,1.34796,1.34854,0,,,,,,,
2013.11.03,0:00,1.34818,1.34959,1.34817,1.34913,0,,,,,,,
2013.11.04,0:00,1.34901,1.35237,1.34416,1.35146,0,,,,,,,
2013.11.05,0:00,1.35135,1.35217,1.34487,1.34713,0,,,,,,,
2013.11.06,0:00,1.34716,1.35468,1.34671,1.35167,0,,,,,,,
2013.11.07,0:00,1.35166,1.35286,1.3295,1.34079,0,,,,,,,
2013.11.08,0:00,1.34068,1.34374,1.33174,1.33657,0,,,,,,,
2013.11.10,0:00,1.33579,1.33616,1.3344,1.33458,0,,,,,,,
2013.11.11,0:00,1.33465,1.34156,1.33465,1.34068,0,,,,,,,
2013.11.12,0:00,1.34061,1.34557,1.33589,1.34369,0,,,,,,,
2013.11.13,0:00,1.34371,1.34966,1.33898,1.34837,0,,,,,,,
2013.11.14,0:00,1.34836,1.34936,1.3418,1.34449,0,,,,,,,
2013.11.15,0:00,1.34451,1.35049,1.34318,1.34943,0,,,,,,,
2013.11.17,0:00,1.34977,1.34981,1.34793,1.34815,0,,,,,,,
2013.11.18,0:00,1.34809,1.35413,1.34739,1.35006,0,,,,,,,
2013.11.19,0:00,1.35002,1.35787,1.34874,1.35636,0,,,,,,,
2013.11.20,0:00,1.35615,1.35638,1.34148,1.34296,0,,,,,,,
2013.11.21,0:00,1.34318,1.34857,1.33991,1.34703,0,,,,,,,
2013.11.22,0:00,1.34698,1.35561,1.34621,1.35549,0,,,,,,,
2013.11.24,0:00,1.35492,1.35593,1.35451,1.35506,0,,,,,,,
2013.11.25,0:00,1.35509,1.35557,1.34898,1.35327,0,,,,,,,
2013.11.26,0:00,1.35332,1.35746,1.35208,1.35663,0,,,,,,,
2013.11.27,0:00,1.35665,1.36123,1.35572,1.35724,0,,,,,,,
2013.11.28,0:00,1.3572,1.36175,1.35632,1.36021,0,,,,,,,
2013.11.29,0:00,1.36021,1.36212,1.35791,1.35914,0,,,,,,,
2013.12.01,0:00,1.35802,1.35915,1.35789,1.35842,0,,,,,,,
2013.12.02,0:00,1.35847,1.36152,1.35257,1.35413,0,,,,,,,
2013.12.03,0:00,1.35412,1.36134,1.35237,1.35909,0,,,,,,,
2013.12.04,0:00,1.35902,1.36049,1.35279,1.35848,0,,,,,,,
2013.12.05,0:00,1.35864,1.36768,1.35429,1.36679,0,,,,,,,
2013.12.06,0:00,1.36674,1.37058,1.36187,1.37031,0,,,,,,,
2013.12.08,0:00,1.37085,1.37205,1.37036,1.37061,0,,,,,,,
2013.12.09,0:00,1.37056,1.37451,1.36938,1.37363,0,,,,,,,
2013.12.10,0:00,1.37366,1.37942,1.37337,1.37629,0,,,,,,,
2013.12.11,0:00,1.37634,1.38101,1.37404,1.37844,0,,,,,,,
2013.12.12,0:00,1.37845,1.38026,1.37372,1.37489,0,,,,,,,
2013.12.13,0:00,1.37495,1.37688,1.37089,1.37401,0,,,,,,,
2013.12.15,0:00,1.37276,1.3741,1.37246,1.37373,0,,,,,,,
2013.12.16,0:00,1.37378,1.37982,1.37364,1.37602,0,,,,,,,
2013.12.17,0:00,1.37613,1.37819,1.37227,1.37684,0,,,,,,,
2013.12.18,0:00,1.37686,1.3811,1.36673,1.36816,0,,,,,,,
2013.12.19,0:00,1.36826,1.36932,1.36489,1.36549,0,,,,,,,
2013.12.20,0:00,1.36548,1.37089,1.36249,1.36701,0,,,,,,,
2013.12.22,0:00,1.36711,1.36771,1.36649,1.36768,0,,,,,,,
2013.12.23,0:00,1.36771,1.37165,1.36722,1.36964,0,,,,,,,
2013.12.24,0:00,1.36964,1.36974,1.36544,1.36722,0,,,,,,,
2013.12.25,0:00,1.36728,1.36828,1.36609,1.36689,0,,,,,,,
2013.12.26,0:00,1.36717,1.37013,1.36708,1.36939,0,,,,,,,
2013.12.27,0:00,1.36938,1.38921,1.36917,1.37439,0,,,,,,,
2013.12.29,0:00,1.37517,1.37688,1.37452,1.37505,0,,,,,,,
2013.12.30,0:00,1.37506,1.38187,1.3728,1.38078,0,,,,,,,
2013.12.31,0:00,1.38058,1.3812,1.37403,1.37411,0,,,,,,,
2014.01.02,0:00,1.37424,1.37581,1.36291,1.36647,0,,,,,,,
2014.01.03,0:00,1.36649,1.36712,1.35818,1.35878,0,,,,,,,
2014.01.05,0:00,1.35929,1.35997,1.35876,1.3595,0,,,,,,,
2014.01.06,0:00,1.35929,1.36524,1.3571,1.3629,0,,,,,,,
2014.01.07,0:00,1.36286,1.3656,1.35963,1.36165,0,,,,,,,
2014.01.08,0:00,1.36155,1.36346,1.35529,1.35707,0,,,,,,,
2014.01.09,0:00,1.35709,1.36323,1.35479,1.36054,0,,,,,,,
2014.01.10,0:00,1.36059,1.36865,1.35689,1.36656,0,,,,,,,
2014.01.12,0:00,1.36756,1.36783,1.36637,1.36716,0,,,,,,,
2014.01.13,0:00,1.36717,1.36843,1.3637,1.3668,0,,,,,,,
2014.01.14,0:00,1.36673,1.36986,1.36489,1.36664,0,,,,,,,
2014.01.15,0:00,1.36668,1.36726,1.35808,1.35989,0,,,,,,,
2014.01.16,0:00,1.35992,1.36489,1.35828,1.36149,0,,,,,,,
2014.01.17,0:00,1.3613,1.36205,1.35168,1.35384,0,,,,,,,
2014.01.19,0:00,1.35367,1.35398,1.35241,1.35266,0,,,,,,,
2014.01.20,0:00,1.35268,1.35674,1.35069,1.35451,0,,,,,,,
2014.01.21,0:00,1.35445,1.35685,1.3516,1.35566,0,,,,,,,
2014.01.22,0:00,1.35558,1.35834,1.35344,1.35435,0,,,,,,,
2014.01.23,0:00,1.35436,1.36976,1.35296,1.36874,0,,,,,,,
2014.01.24,0:00,1.36874,1.37387,1.36623,1.36706,0,,,,,,,
2014.01.26,0:00,1.36719,1.369,1.36689,1.36862,0,,,,,,,
2014.01.27,0:00,1.36859,1.37158,1.36528,1.36736,0,,,,,,,
2014.01.28,0:00,1.36736,1.36871,1.36289,1.36534,0,,,,,,,
2014.01.29,0:00,1.36529,1.36843,1.36028,1.36566,0,,,,,,,
2014.01.30,0:00,1.36561,1.36621,1.35431,1.35568,0,,,,,,,
2014.01.31,0:00,1.35552,1.35721,1.34791,1.34839,0,,,,,,,
2014.02.02,0:00,1.34824,1.34904,1.34785,1.34866,0,,,,,,,
2014.02.03,0:00,1.34858,1.35351,1.34769,1.35218,0,,,,,,,
2014.02.04,0:00,1.35219,1.35383,1.34929,1.35153,0,,,,,,,
2014.02.05,0:00,1.35151,1.35548,1.34986,1.35331,0,,,,,,,
2014.02.06,0:00,1.35336,1.36185,1.34813,1.35912,0,,,,,,,
2014.02.07,0:00,1.3589,1.36421,1.35518,1.36341,0,,,,,,,
2014.02.09,0:00,1.36099,1.36262,1.36084,1.3618,0,,,,,,,
2014.02.10,0:00,1.36183,1.36511,1.36179,1.36446,0,,,,,,,
2014.02.11,0:00,1.36448,1.36826,1.36291,1.36358,0,,,,,,,
2014.02.12,0:00,1.3636,1.36523,1.3562,1.35869,0,,,,,,,
2014.02.13,0:00,1.35875,1.36913,1.35847,1.36755,0,,,,,,,
2014.02.14,0:00,1.36773,1.37144,1.3673,1.36888,0,,,,,,,
2014.02.16,0:00,1.37059,1.37143,1.36944,1.37033,0,,,,,,,
2014.02.17,0:00,1.37025,1.37235,1.36916,1.37032,0,,,,,,,
2014.02.18,0:00,1.37035,1.377,1.36941,1.37598,0,,,,,,,
2014.02.19,0:00,1.37599,1.37725,1.3724,1.37284,0,,,,,,,
2014.02.20,0:00,1.37304,1.37622,1.36856,1.37199,0,,,,,,,
2014.02.21,0:00,1.37192,1.37582,1.37017,1.37374,0,,,,,,,
2014.02.23,0:00,1.37292,1.37406,1.37254,1.37365,0,,,,,,,
2014.02.24,0:00,1.3737,1.37711,1.37081,1.37339,0,,,,,,,
2014.02.25,0:00,1.37332,1.37666,1.37149,1.37451,0,,,,,,,
2014.02.26,0:00,1.37448,1.37568,1.36612,1.36803,0,,,,,,,
2014.02.27,0:00,1.36808,1.37261,1.36428,1.37057,0,,,,,,,
2014.02.28,0:00,1.37056,1.3824,1.3694,1.37996,0,,,,,,,
2014.03.02,0:00,1.37803,1.37871,1.3753,1.37734,0,,,,,,,
2014.03.03,0:00,1.37738,1.37923,1.37256,1.37347,0,,,,,,,
2014.03.04,0:00,1.37348,1.37811,1.37201,1.37412,0,,,,,,,
2014.03.05,0:00,1.37404,1.37488,1.37071,1.37309,0,,,,,,,
2014.03.06,0:00,1.37307,1.38726,1.37208,1.38626,0,,,,,,,
2014.03.07,0:00,1.38619,1.39146,1.38518,1.38749,0,,,,,,,
2014.03.09,0:00,1.3874,1.3879,1.38694,1.38769,0,,,,,,,
2014.03.10,0:00,1.3877,1.38974,1.38613,1.38751,0,,,,,,,
2014.03.11,0:00,1.38751,1.38764,1.38335,1.38556,0,,,,,,,
2014.03.12,0:00,1.38558,1.39139,1.38429,1.39016,0,,,,,,,
2014.03.13,0:00,1.39018,1.39664,1.38454,1.38642,0,,,,,,,
2014.03.14,0:00,1.38637,1.39369,1.38472,1.39064,0,,,,,,,
2014.03.16,0:00,1.39038,1.39161,1.39029,1.39083,0,,,,,,,
2014.03.17,0:00,1.3907,1.39473,1.38788,1.39245,0,,,,,,,
2014.03.18,0:00,1.39249,1.39423,1.38796,1.39284,0,,,,,,,
2014.03.19,0:00,1.39289,1.3932,1.38094,1.38174,0,,,,,,,
2014.03.20,0:00,1.38184,1.38445,1.3749,1.37778,0,,,,,,,
2014.03.21,0:00,1.37785,1.38103,1.37654,1.37871,0,,,,,,,
2014.03.23,0:00,1.37971,1.38053,1.37873,1.37962,0,,,,,,,
2014.03.24,0:00,1.37953,1.38754,1.37602,1.38355,0,,,,,,,
2014.03.25,0:00,1.38354,1.38465,1.37487,1.38193,0,,,,,,,
2014.03.26,0:00,1.38194,1.38226,1.37763,1.37849,0,,,,,,,
2014.03.27,0:00,1.3784,1.37963,1.37283,1.37398,0,,,,,,,
2014.03.28,0:00,1.37391,1.37727,1.37045,1.37491,0,,,,,,,
2014.03.30,0:00,1.37618,1.37625,1.37444,1.37523,0,,,,,,,
2014.03.31,0:00,1.37495,1.38063,1.37208,1.37732,0,,,,,,,
2014.04.01,0:00,1.37728,1.3815,1.37685,1.37927,0,,,,,,,
2014.04.02,0:00,1.3792,1.38197,1.37529,1.37659,0,,,,,,,
2014.04.03,0:00,1.37663,1.38045,1.36978,1.3722,0,,,,,,,
2014.04.04,0:00,1.3721,1.37306,1.36723,1.37019,0,,,,,,,
2014.04.06,0:00,1.36983,1.37033,1.36957,1.3703,0,,,,,,,
2014.04.07,0:00,1.37031,1.37481,1.36967,1.37413,0,,,,,,,
2014.04.08,0:00,1.37415,1.38113,1.37372,1.37922,0,,,,,,,
2014.04.09,0:00,1.37916,1.38613,1.37796,1.38516,0,,,,,,,
2014.04.10,0:00,1.38515,1.38987,1.38358,1.38859,0,,,,,,,
2014.04.11,0:00,1.38862,1.39051,1.3863,1.38841,0,,,,,,,
2014.04.13,0:00,1.38484,1.38594,1.38412,1.3846,0,,,,,,,
2014.04.14,0:00,1.38461,1.38627,1.38079,1.38148,0,,,,,,,
2014.04.15,0:00,1.3815,1.38329,1.37895,1.38102,0,,,,,,,
2014.04.16,0:00,1.38094,1.38505,1.38034,1.38231,0,,,,,,,
2014.04.17,0:00,1.38232,1.38642,1.3809,1.381,0,,,,,,,
2014.04.18,0:00,1.38103,1.38219,1.38064,1.38077,0,,,,,,,
2014.04.20,0:00,1.38142,1.38163,1.38099,1.38134,0,,,,,,,
2014.04.21,0:00,1.38135,1.38301,1.37866,1.37909,0,,,,,,,
2014.04.22,0:00,1.37913,1.38245,1.37847,1.38062,0,,,,,,,
2014.04.23,0:00,1.38064,1.38544,1.37995,1.38163,0,,,,,,,
2014.04.24,0:00,1.3816,1.3842,1.37911,1.38297,0,,,,,,,
2014.04.25,0:00,1.38292,1.38479,1.38263,1.38321,0,,,,,,,
2014.04.27,0:00,1.38412,1.38424,1.38345,1.38382,0,,,,,,,
2014.04.28,0:00,1.38374,1.38791,1.3814,1.38511,0,,,,,,,
2014.04.29,0:00,1.38516,1.38788,1.38053,1.38122,0,,,,,,,
2014.04.30,0:00,1.38126,1.38762,1.37733,1.38674,0,,,,,,,
2014.05.01,0:00,1.3868,1.38888,1.38626,1.38692,0,,,,,,,
2014.05.02,0:00,1.38687,1.38809,1.38118,1.38702,0,,,,,,,
2014.05.04,0:00,1.38828,1.38828,1.387,1.3871,0,,,,,,,
2014.05.05,0:00,1.38711,1.38857,1.38639,1.3874,0,,,,,,,
2014.05.06,0:00,1.38741,1.39508,1.38717,1.39285,0,,,,,,,
2014.05.07,0:00,1.39278,1.39383,1.39085,1.39097,0,,,,,,,
2014.05.08,0:00,1.39099,1.3993,1.38322,1.38419,0,,,,,,,
2014.05.09,0:00,1.38422,1.3843,1.37444,1.37545,0,,,,,,,
2014.05.11,0:00,1.37565,1.37603,1.37548,1.37597,0,,,,,,,
2014.05.12,0:00,1.37602,1.37745,1.37489,1.37548,0,,,,,,,
2014.05.13,0:00,1.37549,1.37712,1.36888,1.37071,0,,,,,,,
2014.05.14,0:00,1.37066,1.37304,1.36974,1.37169,0,,,,,,,
2014.05.15,0:00,1.37164,1.37319,1.36479,1.37162,0,,,,,,,
2014.05.16,0:00,1.37163,1.37262,1.36852,1.36924,0,,,,,,,
2014.05.18,0:00,1.3691,1.37023,1.3691,1.37022,0,,,,,,,
2014.05.19,0:00,1.37015,1.37338,1.36981,1.37116,0,,,,,,,
2014.05.20,0:00,1.37111,1.37131,1.36777,1.37027,0,,,,,,,
2014.05.21,0:00,1.37024,1.37229,1.36338,1.36811,0,,,,,,,
2014.05.22,0:00,1.3682,1.36867,1.36451,1.36526,0,,,,,,,
2014.05.23,0:00,1.36521,1.36523,1.36154,1.36282,0,,,,,,,
2014.05.25,0:00,1.3619,1.36283,1.36122,1.3627,0,,,,,,,
2014.05.26,0:00,1.36263,1.36541,1.36152,1.36513,0,,,,,,,
2014.05.27,0:00,1.36514,1.36681,1.36122,1.36328,0,,,,,,,
2014.05.28,0:00,1.36335,1.36374,1.35877,1.35912,0,,,,,,,
2014.05.29,0:00,1.35917,1.36253,1.3586,1.36019,0,,,,,,,
2014.05.30,0:00,1.36022,1.36497,1.3598,1.36307,0,,,,,,,
2014.06.01,0:00,1.36344,1.36354,1.36208,1.3628,0,,,,,,,
2014.06.02,0:00,1.36273,1.36357,1.35879,1.35957,0,,,,,,,
2014.06.03,0:00,1.3596,1.36474,1.35856,1.36203,0,,,,,,,
2014.06.04,0:00,1.36201,1.36385,1.35961,1.36017,0,,,,,,,
2014.06.05,0:00,1.36019,1.36694,1.35028,1.36598,0,,,,,,,
2014.06.06,0:00,1.36588,1.36763,1.36207,1.36412,0,,,,,,,
2014.06.08,0:00,1.36414,1.36476,1.36399,1.3647,0,,,,,,,
2014.06.09,0:00,1.36466,1.36683,1.35821,1.35917,0,,,,,,,
2014.06.10,0:00,1.35918,1.36015,1.35332,1.35385,0,,,,,,,
2014.06.11,0:00,1.35386,1.35568,1.35211,1.35349,0,,,,,,,
2014.06.12,0:00,1.35354,1.35716,1.35121,1.35499,0,,,,,,,
2014.06.13,0:00,1.35501,1.35786,1.35205,1.35381,0,,,,,,,
2014.06.15,0:00,1.35381,1.35391,1.35304,1.35352,0,,,,,,,
2014.06.16,0:00,1.35355,1.35789,1.35126,1.35749,0,,,,,,,
2014.06.17,0:00,1.35751,1.35866,1.35361,1.3548,0,,,,,,,
2014.06.18,0:00,1.35482,1.35978,1.35415,1.35887,0,,,,,,,
2014.06.19,0:00,1.35884,1.36431,1.35842,1.36094,0,,,,,,,
2014.06.20,0:00,1.36074,1.36335,1.35639,1.35975,0,,,,,,,
2014.06.22,0:00,1.35904,1.35957,1.35899,1.35903,0,,,,,,,
2014.06.23,0:00,1.35896,1.36131,1.35736,1.35993,0,,,,,,,
2014.06.24,0:00,1.35993,1.36274,1.35832,1.36052,0,,,,,,,
2014.06.25,0:00,1.36053,1.36506,1.36003,1.36272,0,,,,,,,
2014.06.26,0:00,1.36272,1.36411,1.35755,1.36106,0,,,,,,,
2014.06.27,0:00,1.36102,1.36501,1.36096,1.36481,0,,,,,,,
2014.06.29,0:00,1.3641,1.36468,1.36401,1.36428,0,,,,,,,
2014.06.30,0:00,1.36421,1.36972,1.364,1.36908,0,,,,,,,
2014.07.01,0:00,1.3691,1.37001,1.36751,1.36795,0,,,,,,,
2014.07.02,0:00,1.36797,1.36809,1.36401,1.36523,0,,,,,,,
2014.07.03,0:00,1.36525,1.36638,1.35958,1.3608,0,,,,,,,
2014.07.04,0:00,1.36074,1.3611,1.35851,1.35936,0,,,,,,,
2014.07.06,0:00,1.35944,1.35957,1.35833,1.35873,0,,,,,,,
2014.07.07,0:00,1.3588,1.36088,1.35755,1.3605,0,,,,,,,
2014.07.08,0:00,1.36052,1.36171,1.35878,1.36161,0,,,,,,,
2014.07.09,0:00,1.36162,1.36479,1.36021,1.36426,0,,,,,,,
2014.07.10,0:00,1.36427,1.36504,1.35889,1.36035,0,,,,,,,
2014.07.11,0:00,1.36029,1.36244,1.35914,1.36049,0,,,,,,,
2014.07.13,0:00,1.36018,1.36066,1.35969,1.36015,0,,,,,,,
2014.07.14,0:00,1.36014,1.36399,1.35971,1.3621,0,,,,,,,
2014.07.15,0:00,1.36212,1.36276,1.35616,1.357,0,,,,,,,
2014.07.16,0:00,1.35704,1.35706,1.35206,1.35273,0,,,,,,,
2014.07.17,0:00,1.35269,1.35397,1.35118,1.3518,0,,,,,,,
2014.07.18,0:00,1.35173,1.35356,1.34906,1.35231,0,,,,,,,
2014.07.20,0:00,1.35258,1.35313,1.35226,1.35297,0,,,,,,,
2014.07.21,0:00,1.35297,1.35487,1.35126,1.35213,0,,,,,,,
2014.07.22,0:00,1.35219,1.3529,1.34583,1.3466,0,,,,,,,
2014.07.23,0:00,1.34661,1.34739,1.34538,1.34605,0,,,,,,,
2014.07.24,0:00,1.34606,1.34845,1.34374,1.34645,0,,,,,,,
2014.07.25,0:00,1.34648,1.34753,1.34209,1.34287,0,,,,,,,
2014.07.27,0:00,1.34288,1.34335,1.34263,1.3428,0,,,,,,,
2014.07.28,0:00,1.34281,1.34436,1.34266,1.34365,0,,,,,,,
2014.07.29,0:00,1.3437,1.3444,1.34039,1.34092,0,,,,,,,
2014.07.30,0:00,1.34095,1.34145,1.33666,1.33939,0,,,,,,,
2014.07.31,0:00,1.33938,1.34002,1.33712,1.33882,0,,,,,,,
2014.08.01,0:00,1.33878,1.34444,1.33783,1.34246,0,,,,,,,
2014.08.03,0:00,1.34308,1.34308,1.34224,1.34272,0,,,,,,,
2014.08.04,0:00,1.34273,1.34308,1.34092,1.34209,0,,,,,,,
2014.08.05,0:00,1.34209,1.34245,1.3358,1.33708,0,,,,,,,
2014.08.06,0:00,1.33709,1.3387,1.33328,1.3379,0,,,,,,,
2014.08.07,0:00,1.33793,1.33933,1.33368,1.33565,0,,,,,,,
2014.08.08,0:00,1.33576,1.3432,1.33429,1.34086,0,,,,,,,
2014.08.10,0:00,1.34067,1.34098,1.34016,1.34036,0,,,,,,,
2014.08.11,0:00,1.34036,1.3408,1.33801,1.33811,0,,,,,,,
2014.08.12,0:00,1.33812,1.33823,1.33355,1.33641,0,,,,,,,
2014.08.13,0:00,1.33648,1.34147,1.33417,1.33651,0,,,,,,,
2014.08.14,0:00,1.33654,1.34073,1.33482,1.33605,0,,,,,,,
2014.08.15,0:00,1.336,1.34114,1.3358,1.33985,0,,,,,,,
2014.08.17,0:00,1.3388,1.33975,1.33874,1.33889,0,,,,,,,
2014.08.18,0:00,1.33894,1.33988,1.33527,1.33594,0,,,,,,,
2014.08.19,0:00,1.33596,1.33599,1.33129,1.33196,0,,,,,,,
2014.08.20,0:00,1.33199,1.33211,1.32548,1.32584,0,,,,,,,
2014.08.21,0:00,1.32586,1.32881,1.32414,1.32778,0,,,,,,,
2014.08.22,0:00,1.32777,1.32963,1.32203,1.32392,0,,,,,,,
2014.08.24,0:00,1.31939,1.32039,1.3185,1.31964,0,,,,,,,
2014.08.25,0:00,1.31964,1.32099,1.31782,1.31853,0,,,,,,,
2014.08.26,0:00,1.31855,1.32143,1.31645,1.3169,0,,,,,,,
2014.08.27,0:00,1.31688,1.32095,1.31522,1.31912,0,,,,,,,
2014.08.28,0:00,1.31918,1.32203,1.31593,1.31834,0,,,,,,,
2014.08.29,0:00,1.3183,1.31957,1.31303,1.3131,0,,,,,,,
2014.08.31,0:00,1.31253,1.31345,1.31239,1.31262,0,,,,,,,
2014.09.01,0:00,1.31267,1.31451,1.31185,1.31305,0,,,,,,,
2014.09.02,0:00,1.31308,1.31364,1.31099,1.31305,0,,,,,,,
2014.09.03,0:00,1.31296,1.31596,1.31219,1.31474,0,,,,,,,
2014.09.04,0:00,1.31475,1.31535,1.29198,1.29291,0,,,,,,,
2014.09.05,0:00,1.29292,1.2988,1.29243,1.29496,0,,,,,,,
2014.09.07,0:00,1.29513,1.29575,1.29485,1.29513,0,,,,,,,
2014.09.08,0:00,1.29506,1.29585,1.28811,1.28907,0,,,,,,,
2014.09.09,0:00,1.28904,1.29569,1.28592,1.29404,0,,,,,,,
2014.09.10,0:00,1.29389,1.29624,1.28833,1.29161,0,,,,,,,
2014.09.11,0:00,1.29164,1.29515,1.28968,1.29217,0,,,,,,,
2014.09.12,0:00,1.29224,1.29788,1.29086,1.29617,0,,,,,,,
2014.09.14,0:00,1.29668,1.29691,1.2958,1.29588,0,,,,,,,
2014.09.15,0:00,1.29586,1.29686,1.29081,1.29377,0,,,,,,,
2014.09.16,0:00,1.29372,1.29946,1.29219,1.29573,0,,,,,,,
2014.09.17,0:00,1.29575,1.2981,1.28333,1.28482,0,,,,,,,
2014.09.18,0:00,1.28487,1.29297,1.28487,1.29197,0,,,,,,,
2014.09.19,0:00,1.29187,1.29285,1.28225,1.28257,0,,,,,,,
2014.09.21,0:00,1.28291,1.28435,1.28241,1.28391,0,,,,,,,
2014.09.22,0:00,1.28395,1.28674,1.28161,1.28494,0,,,,,,,
2014.09.23,0:00,1.28484,1.29008,1.28387,1.28482,0,,,,,,,
2014.09.24,0:00,1.28481,1.28634,1.27737,1.27762,0,,,,,,,
2014.09.25,0:00,1.2777,1.27827,1.26962,1.27544,0,,,,,,,
2014.09.26,0:00,1.27534,1.27594,1.26765,1.26814,0,,,,,,,
2014.09.28,0:00,1.26808,1.26825,1.26656,1.26746,0,,,,,,,
2014.09.29,0:00,1.26753,1.27145,1.26632,1.26894,0,,,,,,,
2014.09.30,0:00,1.26888,1.2702,1.25708,1.26275,0,,,,,,,
2014.10.01,0:00,1.26279,1.26394,1.25833,1.26206,0,,,,,,,
2014.10.02,0:00,1.26223,1.26983,1.26135,1.26672,0,,,,,,,
2014.10.03,0:00,1.26675,1.26679,1.25004,1.25152,0,,,,,,,
2014.10.05,0:00,1.25114,1.25147,1.25083,1.25119,0,,,,,,,
2014.10.06,0:00,1.25117,1.26739,1.25115,1.26426,0,,,,,,,
2014.10.07,0:00,1.26428,1.26824,1.25831,1.26641,0,,,,,,,
2014.10.08,0:00,1.2663,1.27541,1.26222,1.274,0,,,,,,,
2014.10.09,0:00,1.27378,1.2791,1.26637,1.26875,0,,,,,,,
2014.10.10,0:00,1.26869,1.27152,1.26052,1.26253,0,,,,,,,
2014.10.12,0:00,1.26285,1.26467,1.26198,1.26388,0,,,,,,,
2014.10.13,0:00,1.26383,1.27674,1.26332,1.2721,0,,,,,,,
2014.10.14,0:00,1.27208,1.27309,1.26308,1.26406,0,,,,,,,
2014.10.15,0:00,1.26424,1.28858,1.26241,1.28196,0,,,,,,,
2014.10.16,0:00,1.28197,1.28441,1.27051,1.28036,0,,,,,,,
2014.10.17,0:00,1.28042,1.28365,1.27433,1.2759,0,,,,,,,
2014.10.19,0:00,1.27537,1.27594,1.27357,1.27467,0,,,,,,,
2014.10.20,0:00,1.27476,1.28164,1.27311,1.27938,0,,,,,,,
2014.10.21,0:00,1.27926,1.28397,1.27057,1.2713,0,,,,,,,
2014.10.22,0:00,1.27122,1.27393,1.26368,1.26408,0,,,,,,,
2014.10.23,0:00,1.26425,1.26762,1.26133,1.26487,0,,,,,,,
2014.10.24,0:00,1.26488,1.26953,1.26346,1.26675,0,,,,,,,
2014.10.26,0:00,1.26724,1.26853,1.26713,1.26753,0,,,,,,,
2014.10.27,0:00,1.26759,1.27228,1.26655,1.27017,0,,,,,,,
2014.10.28,0:00,1.27016,1.27642,1.26841,1.27365,0,,,,,,,
2014.10.29,0:00,1.27368,1.27701,1.26258,1.26309,0,,,,,,,
2014.10.30,0:00,1.26314,1.26321,1.25467,1.26083,0,,,,,,,
2014.10.31,0:00,1.2607,1.26083,1.24853,1.25194,0,,,,,,,
2014.11.02,0:00,1.25012,1.25136,1.24981,1.25012,0,,,,,,,
2014.11.03,0:00,1.25028,1.25107,1.24384,1.24916,0,,,,,,,
