,,Open,High,Low,Close,,,https://www.exness.com/intl/th/history_quotes/,,,,,GMT
2011.06.26,0:00,1.42114,1.42153,1.41602,1.41715,0,,,,,,,
2011.06.27,0:00,1.4173,1.43272,1.4102,1.4314,0,,,,,,,
2011.06.28,0:00,1.43141,1.43967,1.4237,1.43553,0,,,,,,,
2011.06.29,0:00,1.43565,1.44829,1.43375,1.4477,0,,,,,,,
2011.06.30,0:00,1.44777,1.45375,1.44475,1.44942,0,,,,,,,
2011.07.01,0:00,1.44942,1.45499,1.44393,1.45239,0,,,,,,,
2011.07.03,0:00,1.45272,1.45462,1.4522,1.45376,0,,,,,,,
2011.07.04,0:00,1.45441,1.45772,1.44954,1.4549,0,,,,,,,
2011.07.05,0:00,1.45505,1.45525,1.43965,1.44213,0,,,,,,,
2011.07.06,0:00,1.44235,1.44661,1.42858,1.43298,0,,,,,,,
2011.07.07,0:00,1.43302,1.43739,1.42195,1.43627,0,,,,,,,
2011.07.08,0:00,1.43628,1.43675,1.42054,1.42625,0,,,,,,,
2011.07.10,0:00,1.42511,1.42511,1.41971,1.4202,0,,,,,,,
2011.07.11,0:00,1.42005,1.42269,1.3986,1.40379,0,,,,,,,
2011.07.12,0:00,1.404,1.40535,1.3837,1.39687,0,,,,,,,
2011.07.13,0:00,1.39668,1.42384,1.39612,1.42294,0,,,,,,,
2011.07.14,0:00,1.42287,1.42812,1.4115,1.41552,0,,,,,,,
2011.07.15,0:00,1.41547,1.41979,1.40916,1.41535,0,,,,,,,
2011.07.17,0:00,1.41113,1.41327,1.41021,1.41206,0,,,,,,,
2011.07.18,0:00,1.41179,1.41303,1.40137,1.41098,0,,,,,,,
2011.07.19,0:00,1.41082,1.42157,1.40682,1.41712,0,,,,,,,
2011.07.20,0:00,1.41726,1.42693,1.41328,1.42674,0,,,,,,,
2011.07.21,0:00,1.4267,1.44362,1.4139,1.44144,0,,,,,,,
2011.07.22,0:00,1.44145,1.44373,1.43239,1.43558,0,,,,,,,
2011.07.24,0:00,1.43705,1.44157,1.43641,1.43857,0,,,,,,,
2011.07.25,0:00,1.43806,1.44058,1.43246,1.43681,0,,,,,,,
2011.07.26,0:00,1.43661,1.4525,1.43569,1.45055,0,,,,,,,
2011.07.27,0:00,1.45044,1.45351,1.43382,1.43713,0,,,,,,,
2011.07.28,0:00,1.43712,1.44,1.42543,1.4333,0,,,,,,,
2011.07.29,0:00,1.43332,1.44124,1.42282,1.43953,0,,,,,,,
2011.07.31,0:00,1.43798,1.43962,1.43464,1.43623,0,,,,,,,
2011.08.01,0:00,1.4363,1.44525,1.41846,1.42624,0,,,,,,,
2011.08.02,0:00,1.42653,1.4282,1.4151,1.4175,0,,,,,,,
2011.08.03,0:00,1.41749,1.43698,1.41423,1.43422,0,,,,,,,
2011.08.04,0:00,1.43449,1.43675,1.40583,1.40615,0,,,,,,,
2011.08.05,0:00,1.40624,1.42972,1.40545,1.42774,0,,,,,,,
2011.08.07,0:00,1.44104,1.443,1.42876,1.42916,0,,,,,,,
2011.08.08,0:00,1.42953,1.44014,1.41292,1.41754,0,,,,,,,
2011.08.09,0:00,1.41752,1.43965,1.4152,1.43782,0,,,,,,,
2011.08.10,0:00,1.43766,1.44007,1.41219,1.41225,0,,,,,,,
2011.08.11,0:00,1.41271,1.42933,1.4103,1.42244,0,,,,,,,
2011.08.12,0:00,1.42225,1.4291,1.41493,1.42503,0,,,,,,,
2011.08.14,0:00,1.4258,1.42724,1.42458,1.42716,0,,,,,,,
2011.08.15,0:00,1.4271,1.44768,1.42632,1.44335,0,,,,,,,
2011.08.16,0:00,1.44353,1.44717,1.43543,1.43959,0,,,,,,,
2011.08.17,0:00,1.43961,1.45171,1.43244,1.44278,0,,,,,,,
2011.08.18,0:00,1.44278,1.44516,1.42712,1.43192,0,,,,,,,
2011.08.19,0:00,1.43193,1.44522,1.42588,1.43947,0,,,,,,,
2011.08.21,0:00,1.43783,1.43829,1.43601,1.43661,0,,,,,,,
2011.08.22,0:00,1.43666,1.44342,1.43471,1.43596,0,,,,,,,
2011.08.23,0:00,1.43597,1.44999,1.43533,1.4432,0,,,,,,,
2011.08.24,0:00,1.44336,1.44812,1.43743,1.44105,0,,,,,,,
2011.08.25,0:00,1.4409,1.44744,1.43275,1.43715,0,,,,,,,
2011.08.26,0:00,1.43721,1.45012,1.43287,1.44984,0,,,,,,,
2011.08.28,0:00,1.44943,1.45028,1.44806,1.4495,0,,,,,,,
2011.08.29,0:00,1.44954,1.45489,1.44651,1.45228,0,,,,,,,
2011.08.30,0:00,1.4523,1.45328,1.43844,1.44313,0,,,,,,,
2011.08.31,0:00,1.44324,1.44688,1.43587,1.43719,0,,,,,,,
2011.09.01,0:00,1.43721,1.4377,1.42263,1.42615,0,,,,,,,
2011.09.02,0:00,1.42622,1.42877,1.41837,1.42031,0,,,,,,,
2011.09.04,0:00,1.41568,1.41722,1.41388,1.4157,0,,,,,,,
2011.09.05,0:00,1.41561,1.41726,1.40584,1.40634,0,,,,,,,
2011.09.06,0:00,1.40636,1.42779,1.3972,1.40025,0,,,,,,,
2011.09.07,0:00,1.39979,1.41492,1.39929,1.4084,0,,,,,,,
2011.09.08,0:00,1.40829,1.40891,1.38723,1.39013,0,,,,,,,
2011.09.09,0:00,1.39015,1.39363,1.36269,1.36527,0,,,,,,,
2011.09.11,0:00,1.3624,1.3624,1.35507,1.36053,0,,,,,,,
2011.09.12,0:00,1.36042,1.36934,1.3494,1.3655,0,,,,,,,
2011.09.13,0:00,1.36559,1.37388,1.35575,1.36765,0,,,,,,,
2011.09.14,0:00,1.36807,1.37827,1.35909,1.37457,0,,,,,,,
2011.09.15,0:00,1.37458,1.39365,1.37031,1.38645,0,,,,,,,
2011.09.16,0:00,1.38652,1.3881,1.37533,1.37907,0,,,,,,,
2011.09.18,0:00,1.37103,1.37119,1.36622,1.37016,0,,,,,,,
2011.09.19,0:00,1.37012,1.37204,1.35859,1.36026,0,,,,,,,
2011.09.20,0:00,1.36011,1.3744,1.35931,1.3691,0,,,,,,,
2011.09.21,0:00,1.36898,1.37961,1.35577,1.35822,0,,,,,,,
2011.09.22,0:00,1.35826,1.35892,1.33843,1.3478,0,,,,,,,
2011.09.23,0:00,1.34786,1.35666,1.34181,1.34966,0,,,,,,,
2011.09.25,0:00,1.3517,1.35492,1.34868,1.35448,0,,,,,,,
2011.09.26,0:00,1.35439,1.35466,1.33618,1.3516,0,,,,,,,
2011.09.27,0:00,1.35164,1.36676,1.34787,1.35821,0,,,,,,,
2011.09.28,0:00,1.35828,1.369,1.35226,1.35358,0,,,,,,,
2011.09.29,0:00,1.35391,1.3679,1.35191,1.35824,0,,,,,,,
2011.09.30,0:00,1.35822,1.36007,1.33831,1.33843,0,,,,,,,
2011.10.02,0:00,1.33606,1.33632,1.33194,1.33576,0,,,,,,,
2011.10.03,0:00,1.33602,1.33811,1.31628,1.31921,0,,,,,,,
2011.10.04,0:00,1.31916,1.33684,1.31451,1.3326,0,,,,,,,
2011.10.05,0:00,1.33247,1.33836,1.32597,1.33385,0,,,,,,,
2011.10.06,0:00,1.33396,1.34506,1.32413,1.34277,0,,,,,,,
2011.10.07,0:00,1.34267,1.35244,1.33605,1.33758,0,,,,,,,
2011.10.09,0:00,1.33555,1.34086,1.33496,1.33838,0,,,,,,,
2011.10.10,0:00,1.3383,1.36981,1.33772,1.36337,0,,,,,,,
2011.10.11,0:00,1.36323,1.36837,1.3564,1.36433,0,,,,,,,
2011.10.12,0:00,1.36437,1.38336,1.35817,1.37888,0,,,,,,,
2011.10.13,0:00,1.37873,1.38262,1.36847,1.37338,0,,,,,,,
2011.10.14,0:00,1.37415,1.38939,1.37221,1.38742,0,,,,,,,
2011.10.16,0:00,1.38614,1.38868,1.3857,1.38817,0,,,,,,,
2011.10.17,0:00,1.38812,1.39141,1.3722,1.37422,0,,,,,,,
2011.10.18,0:00,1.37425,1.38168,1.36524,1.37323,0,,,,,,,
2011.10.19,0:00,1.37336,1.38691,1.37244,1.37629,0,,,,,,,
2011.10.20,0:00,1.3763,1.3843,1.36557,1.37769,0,,,,,,,
2011.10.21,0:00,1.37791,1.39005,1.37035,1.38883,0,,,,,,,
2011.10.23,0:00,1.38354,1.38735,1.38337,1.38452,0,,,,,,,
2011.10.24,0:00,1.38459,1.39561,1.38217,1.39227,0,,,,,,,
2011.10.25,0:00,1.39209,1.39602,1.38393,1.39028,0,,,,,,,
2011.10.26,0:00,1.39023,1.39749,1.37973,1.38758,0,,,,,,,
2011.10.27,0:00,1.38721,1.42469,1.38634,1.41728,0,,,,,,,
2011.10.28,0:00,1.41718,1.42001,1.41331,1.41444,0,,,,,,,
2011.10.30,0:00,1.41449,1.41614,1.41276,1.41429,0,,,,,,,
2011.10.31,0:00,1.41478,1.417,1.38279,1.38421,0,,,,,,,
2011.11.01,0:00,1.38427,1.38705,1.3608,1.366,0,,,,,,,
2011.11.02,0:00,1.36566,1.38277,1.3635,1.37269,0,,,,,,,
2011.11.03,0:00,1.37268,1.38543,1.36562,1.38242,0,,,,,,,
2011.11.04,0:00,1.38252,1.38674,1.37106,1.379,0,,,,,,,
2011.11.06,0:00,1.37785,1.3838,1.37608,1.38156,0,,,,,,,
2011.11.07,0:00,1.38119,1.38165,1.3681,1.37657,0,,,,,,,
2011.11.08,0:00,1.37647,1.38466,1.37241,1.38296,0,,,,,,,
2011.11.09,0:00,1.38283,1.38581,1.35181,1.35195,0,,,,,,,
2011.11.10,0:00,1.3525,1.36525,1.34831,1.36097,0,,,,,,,
2011.11.11,0:00,1.36091,1.37946,1.35776,1.37527,0,,,,,,,
2011.11.13,0:00,1.37794,1.38109,1.37752,1.37761,0,,,,,,,
2011.11.14,0:00,1.37764,1.37918,1.35913,1.36216,0,,,,,,,
2011.11.15,0:00,1.36223,1.364,1.34959,1.35247,0,,,,,,,
2011.11.16,0:00,1.35253,1.35566,1.34275,1.34537,0,,,,,,,
2011.11.17,0:00,1.34553,1.35394,1.34206,1.34653,0,,,,,,,
2011.11.18,0:00,1.34658,1.36135,1.34463,1.35131,0,,,,,,,
2011.11.20,0:00,1.3502,1.35354,1.35008,1.35349,0,,,,,,,
2011.11.21,0:00,1.3533,1.35402,1.34298,1.34828,0,,,,,,,
2011.11.22,0:00,1.34836,1.35681,1.34689,1.35179,0,,,,,,,
2011.11.23,0:00,1.35137,1.35303,1.33195,1.33433,0,,,,,,,
2011.11.24,0:00,1.33447,1.34109,1.33156,1.33264,0,,,,,,,
2011.11.25,0:00,1.33288,1.33324,1.32118,1.32375,0,,,,,,,
2011.11.27,0:00,1.33253,1.33266,1.32899,1.33089,0,,,,,,,
2011.11.28,0:00,1.33094,1.33982,1.32724,1.33128,0,,,,,,,
2011.11.29,0:00,1.33083,1.34416,1.32852,1.33242,0,,,,,,,
2011.11.30,0:00,1.33237,1.35323,1.32588,1.3444,0,,,,,,,
2011.12.01,0:00,1.3442,1.35206,1.34169,1.34623,0,,,,,,,
2011.12.02,0:00,1.34643,1.35475,1.33623,1.33918,0,,,,,,,
2011.12.04,0:00,1.3436,1.34378,1.33951,1.34158,0,,,,,,,
2011.12.05,0:00,1.34165,1.34859,1.33741,1.33824,0,,,,,,,
2011.12.06,0:00,1.33816,1.34275,1.33327,1.3409,0,,,,,,,
2011.12.07,0:00,1.3408,1.3453,1.33505,1.33985,0,,,,,,,
2011.12.08,0:00,1.33974,1.34589,1.32887,1.33428,0,,,,,,,
2011.12.09,0:00,1.33433,1.34337,1.32812,1.33769,0,,,,,,,
2011.12.11,0:00,1.3369,1.33852,1.33584,1.33695,0,,,,,,,
2011.12.12,0:00,1.33685,1.33769,1.31601,1.3161,0,,,,,,,
2011.12.13,0:00,1.31637,1.32363,1.30082,1.30177,0,,,,,,,
2011.12.14,0:00,1.30203,1.30641,1.29447,1.29841,0,,,,,,,
2011.12.15,0:00,1.2986,1.30496,1.2957,1.30283,0,,,,,,,
2011.12.16,0:00,1.30283,1.3084,1.29947,1.30436,0,,,,,,,
2011.12.18,0:00,1.30437,1.30451,1.303,1.30352,0,,,,,,,
2011.12.19,0:00,1.30346,1.30427,1.29825,1.30036,0,,,,,,,
2011.12.20,0:00,1.30059,1.31315,1.29946,1.30852,0,,,,,,,
2011.12.21,0:00,1.3086,1.31968,1.30246,1.30359,0,,,,,,,
2011.12.22,0:00,1.30367,1.31186,1.30163,1.3054,0,,,,,,,
2011.12.23,0:00,1.30542,1.30958,1.30255,1.30406,0,,,,,,,
2011.12.26,0:00,1.30552,1.3082,1.3041,1.30491,0,,,,,,,
2011.12.27,0:00,1.30495,1.30829,1.30422,1.30674,0,,,,,,,
2011.12.28,0:00,1.30677,1.30799,1.29115,1.29255,0,,,,,,,
2011.12.29,0:00,1.29264,1.29643,1.28576,1.295,0,,,,,,,
2011.12.30,0:00,1.29504,1.29982,1.29031,1.29552,0,,,,,,,
2012.01.02,0:00,1.29275,1.29697,1.29163,1.29362,0,,,,,,,
2012.01.03,0:00,1.29356,1.30766,1.29348,1.30529,0,,,,,,,
2012.01.04,0:00,1.30535,1.30725,1.28972,1.29299,0,,,,,,,
2012.01.05,0:00,1.293,1.29435,1.27689,1.27912,0,,,,,,,
2012.01.06,0:00,1.27926,1.28123,1.26967,1.27161,0,,,,,,,
2012.01.08,0:00,1.26846,1.2705,1.2665,1.26783,0,,,,,,,
2012.01.09,0:00,1.268,1.27851,1.26768,1.27719,0,,,,,,,
2012.01.10,0:00,1.27715,1.28178,1.27422,1.27526,0,,,,,,,
2012.01.11,0:00,1.27529,1.27897,1.26609,1.27207,0,,,,,,,
2012.01.12,0:00,1.27209,1.28445,1.26989,1.28199,0,,,,,,,
2012.01.13,0:00,1.28201,1.28779,1.26237,1.26762,0,,,,,,,
2012.01.15,0:00,1.26308,1.26553,1.26279,1.26471,0,,,,,,,
2012.01.16,0:00,1.26488,1.26872,1.26251,1.26649,0,,,,,,,
2012.01.17,0:00,1.26653,1.28085,1.26644,1.27458,0,,,,,,,
2012.01.18,0:00,1.27467,1.28673,1.27338,1.28628,0,,,,,,,
2012.01.19,0:00,1.28645,1.29715,1.28389,1.29606,0,,,,,,,
2012.01.20,0:00,1.29598,1.2986,1.28867,1.29272,0,,,,,,,
2012.01.22,0:00,1.28622,1.28953,1.28552,1.28857,0,,,,,,,
2012.01.23,0:00,1.28872,1.30524,1.2882,1.30238,0,,,,,,,
2012.01.24,0:00,1.30244,1.30623,1.2953,1.30344,0,,,,,,,
2012.01.25,0:00,1.30352,1.31201,1.29307,1.31053,0,,,,,,,
2012.01.26,0:00,1.31061,1.31836,1.30873,1.30877,0,,,,,,,
2012.01.27,0:00,1.30896,1.32333,1.30769,1.32126,0,,,,,,,
2012.01.29,0:00,1.32269,1.32295,1.32048,1.32064,0,,,,,,,
2012.01.30,0:00,1.32077,1.32089,1.30764,1.31378,0,,,,,,,
2012.01.31,0:00,1.31386,1.32136,1.30415,1.30752,0,,,,,,,
2012.02.01,0:00,1.30757,1.3218,1.3026,1.31684,0,,,,,,,
2012.02.02,0:00,1.31694,1.31962,1.30851,1.31355,0,,,,,,,
2012.02.03,0:00,1.31351,1.32053,1.30657,1.3156,0,,,,,,,
2012.02.05,0:00,1.3118,1.31301,1.31097,1.31254,0,,,,,,,
2012.02.06,0:00,1.31258,1.31411,1.30272,1.31171,0,,,,,,,
2012.02.07,0:00,1.31159,1.32697,1.30887,1.32479,0,,,,,,,
2012.02.08,0:00,1.32479,1.32881,1.32135,1.32468,0,,,,,,,
2012.02.09,0:00,1.32481,1.33211,1.32259,1.32745,0,,,,,,,
2012.02.10,0:00,1.32753,1.32903,1.31552,1.31963,0,,,,,,,
2012.02.12,0:00,1.3208,1.32597,1.31999,1.32394,0,,,,,,,
2012.02.13,0:00,1.32391,1.32837,1.31443,1.31539,0,,,,,,,
2012.02.14,0:00,1.31536,1.32156,1.30796,1.31275,0,,,,,,,
2012.02.15,0:00,1.31289,1.31904,1.30435,1.30547,0,,,,,,,
2012.02.16,0:00,1.30537,1.31585,1.29738,1.31269,0,,,,,,,
2012.02.17,0:00,1.31279,1.31972,1.3115,1.31388,0,,,,,,,
2012.02.19,0:00,1.31966,1.32365,1.31713,1.3223,0,,,,,,,
2012.02.20,0:00,1.32187,1.32763,1.3182,1.3207,0,,,,,,,
2012.02.21,0:00,1.32097,1.32929,1.3186,1.32481,0,,,,,,,
2012.02.22,0:00,1.32467,1.32665,1.32104,1.32547,0,,,,,,,
2012.02.23,0:00,1.32534,1.33778,1.32308,1.33736,0,,,,,,,
2012.02.24,0:00,1.33725,1.34858,1.33567,1.34459,0,,,,,,,
2012.02.26,0:00,1.34614,1.34781,1.34553,1.34669,0,,,,,,,
2012.02.27,0:00,1.34664,1.34675,1.33659,1.34071,0,,,,,,,
2012.02.28,0:00,1.34088,1.34792,1.33888,1.34777,0,,,,,,,
2012.02.29,0:00,1.34778,1.34852,1.33141,1.33236,0,,,,,,,
2012.03.01,0:00,1.33253,1.33561,1.32816,1.33263,0,,,,,,,
2012.03.02,0:00,1.33229,1.33323,1.31867,1.31969,0,,,,,,,
2012.03.04,0:00,1.31909,1.32047,1.31817,1.31848,0,,,,,,,
2012.03.05,0:00,1.31861,1.32409,1.316,1.32227,0,,,,,,,
2012.03.06,0:00,1.32228,1.32254,1.3103,1.31193,0,,,,,,,
2012.03.07,0:00,1.31182,1.31638,1.30961,1.31403,0,,,,,,,
2012.03.08,0:00,1.31402,1.32905,1.31346,1.3271,0,,,,,,,
2012.03.09,0:00,1.32679,1.32716,1.30964,1.31156,0,,,,,,,
2012.03.11,0:00,1.31114,1.3124,1.31066,1.31214,0,,,,,,,
2012.03.12,0:00,1.31194,1.31719,1.30784,1.31686,0,,,,,,,
2012.03.13,0:00,1.31673,1.31907,1.30516,1.30782,0,,,,,,,
2012.03.14,0:00,1.30786,1.309,1.30106,1.30198,0,,,,,,,
2012.03.15,0:00,1.30188,1.31191,1.30028,1.30763,0,,,,,,,
2012.03.16,0:00,1.3074,1.31867,1.30486,1.31732,0,,,,,,,
2012.03.18,0:00,1.31748,1.3186,1.31703,1.31756,0,,,,,,,
2012.03.19,0:00,1.31741,1.32649,1.31415,1.32283,0,,,,,,,
2012.03.20,0:00,1.32285,1.32518,1.31719,1.32376,0,,,,,,,
2012.03.21,0:00,1.32403,1.32845,1.31784,1.32166,0,,,,,,,
2012.03.22,0:00,1.32174,1.32542,1.31328,1.32037,0,,,,,,,
2012.03.23,0:00,1.32039,1.32926,1.31888,1.32664,0,,,,,,,
2012.03.25,0:00,1.32701,1.32839,1.32625,1.3282,0,,,,,,,
2012.03.26,0:00,1.32801,1.33674,1.31914,1.33563,0,,,,,,,
2012.03.27,0:00,1.33564,1.33852,1.33108,1.33282,0,,,,,,,
2012.03.28,0:00,1.33296,1.33733,1.32769,1.33248,0,,,,,,,
2012.03.29,0:00,1.3325,1.33454,1.32515,1.33134,0,,,,,,,
2012.03.30,0:00,1.33131,1.33761,1.3309,1.33416,0,,,,,,,
2012.04.01,0:00,1.33586,1.33755,1.33543,1.33558,0,,,,,,,
2012.04.02,0:00,1.33533,1.33803,1.32779,1.33289,0,,,,,,,
2012.04.03,0:00,1.33301,1.3367,1.32128,1.32218,0,,,,,,,
2012.04.04,0:00,1.32222,1.32327,1.31064,1.31429,0,,,,,,,
2012.04.05,0:00,1.31432,1.31639,1.30347,1.3061,0,,,,,,,
2012.04.06,0:00,1.30624,1.3112,1.30464,1.30908,0,,,,,,,
2012.04.08,0:00,1.31009,1.31029,1.30647,1.30846,0,,,,,,,
2012.04.09,0:00,1.30836,1.31334,1.30312,1.31083,0,,,,,,,
2012.04.10,0:00,1.31094,1.31438,1.30537,1.30708,0,,,,,,,
2012.04.11,0:00,1.30713,1.31566,1.30654,1.31181,0,,,,,,,
2012.04.12,0:00,1.31175,1.32122,1.31015,1.31878,0,,,,,,,
2012.04.13,0:00,1.31882,1.32002,1.3069,1.30729,0,,,,,,,
2012.04.15,0:00,1.30684,1.30745,1.30399,1.30427,0,,,,,,,
2012.04.16,0:00,1.30447,1.31473,1.29944,1.31253,0,,,,,,,
2012.04.17,0:00,1.3126,1.3172,1.309,1.31344,0,,,,,,,
2012.04.18,0:00,1.3135,1.31406,1.30577,1.31165,0,,,,,,,
2012.04.19,0:00,1.31161,1.31652,1.30691,1.31426,0,,,,,,,
2012.04.20,0:00,1.31426,1.32268,1.31279,1.32056,0,,,,,,,
2012.04.22,0:00,1.3182,1.32077,1.3181,1.32065,0,,,,,,,
2012.04.23,0:00,1.32056,1.32096,1.31043,1.31483,0,,,,,,,
2012.04.24,0:00,1.31484,1.32177,1.31442,1.31951,0,,,,,,,
2012.04.25,0:00,1.31946,1.32358,1.31731,1.32302,0,,,,,,,
2012.04.26,0:00,1.32296,1.32625,1.31762,1.3191,0,,,,,,,
2012.04.27,0:00,1.31916,1.32695,1.31569,1.3249,0,,,,,,,
2012.04.29,0:00,1.32363,1.32459,1.32346,1.32391,0,,,,,,,
2012.04.30,0:00,1.32383,1.32661,1.32078,1.32386,0,,,,,,,
2012.05.01,0:00,1.32389,1.32833,1.32041,1.32374,0,,,,,,,
2012.05.02,0:00,1.32368,1.32401,1.31213,1.31464,0,,,,,,,
2012.05.03,0:00,1.31475,1.31799,1.30948,1.31533,0,,,,,,,
2012.05.04,0:00,1.3153,1.3178,1.30768,1.30785,0,,,,,,,
2012.05.06,0:00,1.30455,1.30455,1.29538,1.2962,0,,,,,,,
2012.05.07,0:00,1.29622,1.30645,1.29622,1.30569,0,,,,,,,
2012.05.08,0:00,1.30582,1.30595,1.29823,1.2992,0,,,,,,,
2012.05.09,0:00,1.29931,1.30032,1.29109,1.29338,0,,,,,,,
2012.05.10,0:00,1.29325,1.29788,1.2924,1.29314,0,,,,,,,
2012.05.11,0:00,1.29311,1.29572,1.29044,1.29112,0,,,,,,,
2012.05.13,0:00,1.29041,1.29041,1.28798,1.28962,0,,,,,,,
2012.05.14,0:00,1.28954,1.29036,1.28141,1.28307,0,,,,,,,
2012.05.15,0:00,1.28317,1.28687,1.27213,1.27338,0,,,,,,,
2012.05.16,0:00,1.27339,1.27585,1.26812,1.27322,0,,,,,,,
2012.05.17,0:00,1.27302,1.27487,1.26593,1.26975,0,,,,,,,
2012.05.18,0:00,1.26956,1.27933,1.26418,1.27772,0,,,,,,,
2012.05.20,0:00,1.27691,1.27821,1.27472,1.27709,0,,,,,,,
2012.05.21,0:00,1.277,1.28237,1.2725,1.28118,0,,,,,,,
2012.05.22,0:00,1.28108,1.28135,1.26513,1.26602,0,,,,,,,
2012.05.23,0:00,1.26617,1.26864,1.25449,1.25604,0,,,,,,,
2012.05.24,0:00,1.25637,1.2619,1.25153,1.25347,0,,,,,,,
2012.05.25,0:00,1.25355,1.26021,1.24954,1.25151,0,,,,,,,
2012.05.27,0:00,1.25721,1.25785,1.2558,1.25655,0,,,,,,,
2012.05.28,0:00,1.25638,1.2624,1.25157,1.25207,0,,,,,,,
2012.05.29,0:00,1.25199,1.25743,1.24603,1.24768,0,,,,,,,
2012.05.30,0:00,1.24772,1.24863,1.236,1.23727,0,,,,,,,
2012.05.31,0:00,1.23728,1.24282,1.23359,1.23616,0,,,,,,,
2012.06.01,0:00,1.23601,1.24581,1.22874,1.24336,0,,,,,,,
2012.06.03,0:00,1.24161,1.24441,1.23945,1.23978,0,,,,,,,
2012.06.04,0:00,1.23983,1.25268,1.23847,1.25259,0,,,,,,,
2012.06.05,0:00,1.25243,1.25416,1.24094,1.24604,0,,,,,,,
2012.06.06,0:00,1.24605,1.2585,1.24406,1.25745,0,,,,,,,
2012.06.07,0:00,1.25752,1.2625,1.25398,1.25668,0,,,,,,,
2012.06.08,0:00,1.25676,1.25709,1.24346,1.25162,0,,,,,,,
2012.06.10,0:00,1.26353,1.26675,1.26266,1.26438,0,,,,,,,
2012.06.11,0:00,1.26412,1.26467,1.24487,1.24767,0,,,,,,,
2012.06.12,0:00,1.24769,1.25288,1.2442,1.25002,0,,,,,,,
2012.06.13,0:00,1.25006,1.261,1.24725,1.25739,0,,,,,,,
2012.06.14,0:00,1.2572,1.26363,1.25418,1.26255,0,,,,,,,
2012.06.15,0:00,1.26246,1.2664,1.25915,1.26368,0,,,,,,,
2012.06.17,0:00,1.26954,1.27466,1.26927,1.27035,0,,,,,,,
2012.06.18,0:00,1.27041,1.27267,1.25563,1.25956,0,,,,,,,
2012.06.19,0:00,1.25955,1.27302,1.25682,1.26783,0,,,,,,,
2012.06.20,0:00,1.26802,1.27427,1.26362,1.26801,0,,,,,,,
2012.06.21,0:00,1.26799,1.26988,1.25311,1.25492,0,,,,,,,
2012.06.22,0:00,1.25496,1.25828,1.25189,1.25676,0,,,,,,,
2012.06.24,0:00,1.2555,1.25578,1.25339,1.25372,0,,,,,,,
2012.06.25,0:00,1.25373,1.25442,1.24709,1.25018,0,,,,,,,
2012.06.26,0:00,1.25018,1.253,1.24415,1.24841,0,,,,,,,
2012.06.27,0:00,1.24843,1.25079,1.2445,1.24689,0,,,,,,,
2012.06.28,0:00,1.24696,1.25239,1.2407,1.24399,0,,,,,,,
2012.06.29,0:00,1.24402,1.26923,1.24317,1.2665,0,,,,,,,
2012.07.01,0:00,1.26767,1.26772,1.26495,1.26538,0,,,,,,,
2012.07.02,0:00,1.26542,1.26669,1.25676,1.2578,0,,,,,,,
2012.07.03,0:00,1.25791,1.26267,1.25588,1.26038,0,,,,,,,
2012.07.04,0:00,1.2604,1.26062,1.25075,1.25141,0,,,,,,,
2012.07.05,0:00,1.25162,1.25379,1.23634,1.23917,0,,,,,,,
2012.07.06,0:00,1.23925,1.24009,1.22598,1.22837,0,,,,,,,
2012.07.08,0:00,1.22727,1.22802,1.22544,1.22696,0,,,,,,,
2012.07.09,0:00,1.22706,1.23233,1.22706,1.23165,0,,,,,,,
2012.07.10,0:00,1.23178,1.23335,1.22348,1.22544,0,,,,,,,
2012.07.11,0:00,1.2255,1.22962,1.22122,1.2244,0,,,,,,,
2012.07.12,0:00,1.22422,1.22446,1.21662,1.21875,0,,,,,,,
2012.07.13,0:00,1.21864,1.22562,1.21617,1.22483,0,,,,,,,
2012.07.15,0:00,1.2257,1.22713,1.22438,1.22464,0,,,,,,,
2012.07.16,0:00,1.22465,1.22899,1.21749,1.2265,0,,,,,,,
2012.07.17,0:00,1.22654,1.23161,1.21886,1.22947,0,,,,,,,
2012.07.18,0:00,1.22941,1.23056,1.22167,1.22762,0,,,,,,,
2012.07.19,0:00,1.22761,1.23237,1.22286,1.22756,0,,,,,,,
2012.07.20,0:00,1.22759,1.22824,1.21439,1.21564,0,,,,,,,
2012.07.22,0:00,1.21229,1.21306,1.21097,1.21267,0,,,,,,,
2012.07.23,0:00,1.21287,1.21442,1.20667,1.21232,0,,,,,,,
2012.07.24,0:00,1.21227,1.21372,1.20419,1.20611,0,,,,,,,
2012.07.25,0:00,1.2061,1.21697,1.20532,1.21381,0,,,,,,,
2012.07.26,0:00,1.21374,1.23289,1.21171,1.22763,0,,,,,,,
2012.07.27,0:00,1.22766,1.23896,1.22412,1.23193,0,,,,,,,
2012.07.29,0:00,1.22974,1.23099,1.22919,1.23018,0,,,,,,,
2012.07.30,0:00,1.23032,1.23049,1.22248,1.22593,0,,,,,,,
2012.07.31,0:00,1.22597,1.23294,1.22482,1.22916,0,,,,,,,
2012.08.01,0:00,1.2292,1.23361,1.22177,1.22382,0,,,,,,,
2012.08.02,0:00,1.22374,1.24035,1.2133,1.21777,0,,,,,,,
2012.08.03,0:00,1.21777,1.2392,1.21662,1.23837,0,,,,,,,
2012.08.05,0:00,1.23969,1.24426,1.23817,1.24263,0,,,,,,,
2012.08.06,0:00,1.2424,1.2429,1.23413,1.23876,0,,,,,,,
2012.08.07,0:00,1.23878,1.24415,1.23756,1.23837,0,,,,,,,
